,Term,Documented Frequency,Posting List
684,project,19,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_28', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44', 'Doc_49', 'Doc_50']"
685,relat,18,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_28', 'Doc_34', 'Doc_45', 'Doc_46', 'Doc_47']"
686,farm,8,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32', 'Doc_49', 'Doc_50']"
687,oliv,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
688,orchard,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
689,veget,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
690,given,13,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_11', 'Doc_17', 'Doc_28', 'Doc_34', 'Doc_35', 'Doc_39', 'Doc_44', 'Doc_45', 'Doc_47']"
691,partner,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
692,anoth,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
693,way,10,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
694,look,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_45', 'Doc_47']"
695,understand,13,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_23', 'Doc_27', 'Doc_28', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_42', 'Doc_43', 'Doc_44']"
696,have,24,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_17', 'Doc_23', 'Doc_27', 'Doc_28', 'Doc_33', 'Doc_34', 'Doc_36', 'Doc_38', 'Doc_39', 'Doc_40', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_49', 'Doc_50', 'Doc_52', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
697,960,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
698,they,12,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
699,these,17,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_28', 'Doc_34', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52']"
700,divid,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
701,one-third,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
702,spent,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
703,off-campu,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
704,remain,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
705,i.e.320,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
706,fund,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_41', 'Doc_46', 'Doc_53', 'Doc_54']"
707,term,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
708,rupe,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
709,mandatori,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
710,abl,10,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
711,learn,20,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_23', 'Doc_27', 'Doc_28', 'Doc_33', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_47']"
712,polish,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
713,themselv,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
714,profession,26,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_16', 'Doc_17', 'Doc_18', 'Doc_19', 'Doc_20', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_47']"
715,six,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_41', 'Doc_46', 'Doc_50', 'Doc_51']"
716,greatli,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
717,benefit,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_53', 'Doc_54']"
718,larg,16,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_19', 'Doc_22', 'Doc_27', 'Doc_28', 'Doc_32', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44', 'Doc_49', 'Doc_50']"
719,atmospher,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_21', 'Doc_28', 'Doc_29']"
720,rapidli,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_53', 'Doc_54']"
721,grow,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_53', 'Doc_54']"
722,more,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_28', 'Doc_35', 'Doc_53', 'Doc_54']"
723,than,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_53', 'Doc_54']"
724,"12,000",4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
725,book,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_55', 'Doc_56']"
726,cover,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
727,multipl,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
728,area,15,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_28', 'Doc_32', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_47', 'Doc_50', 'Doc_51']"
729,literatur,10,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
730,histori,10,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32', 'Doc_49', 'Doc_50', 'Doc_55', 'Doc_56']"
731,religion,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_34']"
732,period,6,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_37']"
733,section,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
734,where,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_28', 'Doc_41', 'Doc_47']"
735,35,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
736,intern,16,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_21', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_28', 'Doc_29', 'Doc_33', 'Doc_39', 'Doc_42', 'Doc_44', 'Doc_53', 'Doc_54']"
737,journal,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_55', 'Doc_56']"
738,transact,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
739,access,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_53', 'Doc_54']"
740,textbook,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
741,cours,15,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_19', 'Doc_28', 'Doc_37', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47']"
742,kept,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
743,borrow,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
744,whole,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
745,12000+,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
746,40+,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
747,network,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
748,industri,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_24', 'Doc_25', 'Doc_28', 'Doc_39', 'Doc_44']"
749,part,14,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_14', 'Doc_16', 'Doc_28', 'Doc_35', 'Doc_41', 'Doc_47', 'Doc_51', 'Doc_52', 'Doc_55', 'Doc_56']"
750,establish,14,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_50', 'Doc_51', 'Doc_53', 'Doc_54']"
751,career,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_44', 'Doc_55', 'Doc_56']"
752,placement,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
753,coordin,7,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_45', 'Doc_46', 'Doc_47']"
754,invit,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_16', 'Doc_18', 'Doc_19', 'Doc_22', 'Doc_28']"
755,conduct,14,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_47']"
756,topic,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
757,It,25,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_17', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_31', 'Doc_32', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
758,hold,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
759,open,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_38', 'Doc_40']"
760,house/,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
761,fair,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
762,facilit,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_23', 'Doc_28', 'Doc_33', 'Doc_42', 'Doc_45', 'Doc_46']"
763,class,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
764,seek,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_34']"
765,guidanc,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_45', 'Doc_46']"
766,rang,14,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_23', 'Doc_28', 'Doc_32', 'Doc_33', 'Doc_39', 'Doc_42', 'Doc_44', 'Doc_50', 'Doc_51']"
767,prepar,10,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_28', 'Doc_41', 'Doc_45', 'Doc_46', 'Doc_47']"
768,resum,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
769,advic,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
770,circul,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
771,cv,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
772,close,7,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_27', 'Doc_28', 'Doc_40', 'Doc_43']"
773,involv,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_44', 'Doc_45', 'Doc_46']"
774,maxim,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
775,four,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_34']"
776,200,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
777,improv,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_22', 'Doc_28', 'Doc_30']"
778,IT,10,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
779,throughout,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_49', 'Doc_50']"
780,day,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_25', 'Doc_26', 'Doc_28']"
781,them,17,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_10', 'Doc_14', 'Doc_16', 'Doc_23', 'Doc_28', 'Doc_33', 'Doc_35', 'Doc_41', 'Doc_42', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_53', 'Doc_54']"
782,4,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
783,200+,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
784,ha,32,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_17', 'Doc_20', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_24', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_33', 'Doc_34', 'Doc_39', 'Doc_40', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_47', 'Doc_50', 'Doc_51', 'Doc_55', 'Doc_56']"
785,via,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_34']"
786,share,9,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_44', 'Doc_45', 'Doc_46']"
787,among,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_19', 'Doc_22', 'Doc_28', 'Doc_45', 'Doc_46']"
788,wifi,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
789,design,14,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_47']"
790,itsc,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
791,team,16,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_31', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47']"
792,hire,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
793,doctor,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
794,full,7,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_44']"
795,dispens,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
796,till,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
797,pack,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
798,small,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
799,dispensari,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
800,emerg,11,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_28', 'Doc_39', 'Doc_41', 'Doc_44', 'Doc_47']"
801,medicin,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_50', 'Doc_51']"
802,khurram,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
803,jalil,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
804,As,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_45', 'Doc_46']"
805,locat,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_34', 'Doc_53', 'Doc_54']"
806,away,6,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_32']"
807,free,6,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_11', 'Doc_28', 'Doc_34']"
808,shuttl,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
809,it,25,"['Doc_5', 'Doc_6', 'Doc_8', 'Doc_9', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_32', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47', 'Doc_49', 'Doc_50', 'Doc_51', 'Doc_53', 'Doc_54', 'Doc_55', 'Doc_56']"
810,weekend,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
811,transport,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
812,day-scholar,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
813,2020-21,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
814,[,4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
815,revis,6,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31', 'Doc_41', 'Doc_46']"
816,],4,"['Doc_5', 'Doc_7', 'Doc_21', 'Doc_31']"
817,library/,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
818,internship,8,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28', 'Doc_45', 'Doc_46', 'Doc_55', 'Doc_56']"
819,internet/wifi,4,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_28']"
820,health,10,"['Doc_5', 'Doc_8', 'Doc_9', 'Doc_17', 'Doc_27', 'Doc_28', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44']"
821,march,2,"['Doc_6', 'Doc_37']"
822,10,10,"['Doc_6', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_26', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_37']"
823,august,2,"['Doc_6', 'Doc_37']"
824,20,2,"['Doc_6', 'Doc_37']"
825,reserv,2,"['Doc_6', 'Doc_37']"
826,deadlin,2,"['Doc_6', 'Doc_37']"
827,keep,4,"['Doc_6', 'Doc_22', 'Doc_30', 'Doc_37']"
828,inform,19,"['Doc_6', 'Doc_10', 'Doc_11', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_27', 'Doc_34', 'Doc_35', 'Doc_37', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_47', 'Doc_55', 'Doc_56']"
829,applic,11,"['Doc_6', 'Doc_10', 'Doc_11', 'Doc_24', 'Doc_25', 'Doc_27', 'Doc_34', 'Doc_35', 'Doc_37', 'Doc_40', 'Doc_43']"
830,build,4,"['Doc_6', 'Doc_32', 'Doc_50', 'Doc_51']"
831,thrive,4,"['Doc_6', 'Doc_32', 'Doc_49', 'Doc_50']"
832,veri,8,"['Doc_6', 'Doc_17', 'Doc_18', 'Doc_21', 'Doc_29', 'Doc_32', 'Doc_50', 'Doc_51']"
833,premis,2,"['Doc_6', 'Doc_32']"
834,protect,2,"['Doc_6', 'Doc_32']"
835,environ,12,"['Doc_6', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_27', 'Doc_32', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_47']"
836,particularli,2,"['Doc_6', 'Doc_32']"
837,valley,4,"['Doc_6', 'Doc_32', 'Doc_50', 'Doc_51']"
838,object,17,"['Doc_6', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_23', 'Doc_27', 'Doc_32', 'Doc_33', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_42', 'Doc_43', 'Doc_44', 'Doc_45', 'Doc_46', 'Doc_47']"
839,enabl,8,"['Doc_6', 'Doc_17', 'Doc_32', 'Doc_39', 'Doc_44', 'Doc_49', 'Doc_53', 'Doc_54']"
840,nurtur,2,"['Doc_6', 'Doc_32']"
841,essenti,2,"['Doc_6', 'Doc_32']"
842,prosper,6,"['Doc_6', 'Doc_32', 'Doc_49', 'Doc_50', 'Doc_53', 'Doc_54']"
843,progress,5,"['Doc_6', 'Doc_17', 'Doc_32', 'Doc_39', 'Doc_44']"
844,word,2,"['Doc_6', 'Doc_32']"
845,symbol,2,"['Doc_6', 'Doc_32']"
846,color,2,"['Doc_6', 'Doc_32']"
847,paradis,2,"['Doc_6', 'Doc_32']"
848,translat,2,"['Doc_6', 'Doc_32']"
849,‘,4,"['Doc_6', 'Doc_32', 'Doc_55', 'Doc_56']"
850,anmoal,2,"['Doc_6', 'Doc_32']"
851,urdu,4,"['Doc_6', 'Doc_32', 'Doc_55', 'Doc_56']"
852,mean,7,"['Doc_6', 'Doc_23', 'Doc_32', 'Doc_33', 'Doc_42', 'Doc_55', 'Doc_56']"
853,priceless,2,"['Doc_6', 'Doc_32']"
854,invalu,2,"['Doc_6', 'Doc_32']"
855,land,6,"['Doc_6', 'Doc_32', 'Doc_50', 'Doc_51', 'Doc_55', 'Doc_56']"
856,topographi,2,"['Doc_6', 'Doc_32']"
857,landscap,4,"['Doc_6', 'Doc_32', 'Doc_55', 'Doc_56']"
858,monument,2,"['Doc_6', 'Doc_32']"
859,embrac,2,"['Doc_6', 'Doc_32']"
860,fold,2,"['Doc_6', 'Doc_32']"
861,essenc,2,"['Doc_6', 'Doc_32']"
862,philosophi,13,"['Doc_6', 'Doc_8', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32']"
863,world,9,"['Doc_6', 'Doc_21', 'Doc_27', 'Doc_29', 'Doc_32', 'Doc_40', 'Doc_43', 'Doc_49', 'Doc_50']"
864,sourc,2,"['Doc_6', 'Doc_32']"
865,inspir,4,"['Doc_6', 'Doc_32', 'Doc_49', 'Doc_50']"
866,visual,2,"['Doc_6', 'Doc_32']"
867,beauti,2,"['Doc_6', 'Doc_32']"
868,earth,2,"['Doc_6', 'Doc_32']"
869,initi,6,"['Doc_6', 'Doc_32', 'Doc_50', 'Doc_51', 'Doc_55', 'Doc_56']"
870,meant,2,"['Doc_6', 'Doc_32']"
871,motiv,2,"['Doc_6', 'Doc_32']"
872,famili,15,"['Doc_6', 'Doc_8', 'Doc_21', 'Doc_22', 'Doc_23', 'Doc_25', 'Doc_26', 'Doc_27', 'Doc_28', 'Doc_29', 'Doc_30', 'Doc_31', 'Doc_32', 'Doc_55', 'Doc_56']"
873,inculc,5,"['Doc_6', 'Doc_17', 'Doc_32', 'Doc_39', 'Doc_44']"
874,sens,2,"['Doc_6', 'Doc_32']"
875,respons,12,"['Doc_6', 'Doc_17', 'Doc_27', 'Doc_32', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44', 'Doc_51', 'Doc_52', 'Doc_53', 'Doc_54']"
876,commit,14,"['Doc_6', 'Doc_14', 'Doc_16', 'Doc_17', 'Doc_27', 'Doc_32', 'Doc_39', 'Doc_40', 'Doc_41', 'Doc_43', 'Doc_44', 'Doc_47', 'Doc_51', 'Doc_52']"
877,ecolog,2,"['Doc_6', 'Doc_32']"
878,consciou,2,"['Doc_6', 'Doc_32']"
879,individu,10,"['Doc_6', 'Doc_17', 'Doc_27', 'Doc_32', 'Doc_39', 'Doc_40', 'Doc_43', 'Doc_44', 'Doc_51', 'Doc_52']"
880,notion,2,"['Doc_6', 'Doc_32']"
881,cleaner,2,"['Doc_6', 'Doc_32']"
882,greener,2,"['Doc_6', 'Doc_32']"
883,futur,11,"['Doc_6', 'Doc_14', 'Doc_16', 'Doc_23', 'Doc_32', 'Doc_33', 'Doc_41', 'Doc_42', 'Doc_47', 'Doc_55', 'Doc_56']"
884,flourish,2,"['Doc_6', 'Doc_32']"
885,healthi,2,"['Doc_6', 'Doc_32']"
886,lie,6,"['Doc_6', 'Doc_14', 'Doc_16', 'Doc_32', 'Doc_41', 'Doc_47']"
887,some,4,"['Doc_6', 'Doc_32', 'Doc_45', 'Doc_46']"
888,kilomet,2,"['Doc_6', 'Doc_32']"
889,nestl,2,"['Doc_6', 'Doc_32']"
890,amidst,2,"['Doc_6', 'Doc_32']"
891,koh-i-suleiman,2,"['Doc_6', 'Doc_32']"
892,salt,4,"['Doc_6', 'Doc_32', 'Doc_50', 'Doc_51']"
893,along,2,"['Doc_6', 'Doc_32']"
894,border,2,"['Doc_6', 'Doc_32']"
895,punjub,2,"['Doc_6', 'Doc_32']"
896,kpk,2,"['Doc_6', 'Doc_32']"
897,uniqu,4,"['Doc_6', 'Doc_32', 'Doc_36', 'Doc_38']"
898,boast,2,"['Doc_6', 'Doc_32']"
899,numer,6,"['Doc_6', 'Doc_14', 'Doc_16', 'Doc_32', 'Doc_41', 'Doc_47']"
900,lake,4,"['Doc_6', 'Doc_32', 'Doc_50', 'Doc_51']"
901,most,8,"['Doc_6', 'Doc_14', 'Doc_16', 'Doc_32', 'Doc_41', 'Doc_47', 'Doc_55', 'Doc_56']"
902,visibl,2,"['Doc_6', 'Doc_32']"
903,speckl,2,"['Doc_6', 'Doc_32']"
904,smaller,2,"['Doc_6', 'Doc_32']"
905,stretch,2,"['Doc_6', 'Doc_32']"
906,soon,4,"['Doc_6', 'Doc_10', 'Doc_32', 'Doc_35']"
907,sakesar,2,"['Doc_6', 'Doc_32']"
908,highest,2,"['Doc_6', 'Doc_32']"
909,point,4,"['Doc_6', 'Doc_32', 'Doc_45', 'Doc_46']"
910,economi,4,"['Doc_6', 'Doc_32', 'Doc_49', 'Doc_50']"
911,agrarian,2,"['Doc_6', 'Doc_32']"
912,domin,2,"['Doc_6', 'Doc_32']"
913,econom,4,"['Doc_6', 'Doc_32', 'Doc_49', 'Doc_50']"
914,known,2,"['Doc_6', 'Doc_32']"
915,sanctuari,4,"['Doc_6', 'Doc_32', 'Doc_50', 'Doc_51']"
916,mani,9,"['Doc_6', 'Doc_21', 'Doc_27', 'Doc_29', 'Doc_32', 'Doc_40', 'Doc_43', 'Doc_55', 'Doc_56']"
917,migrant,2,"['Doc_6', 'Doc_32']"
918,speci,2,"['Doc_6', 'Doc_32']"
919,bird,2,"['Doc_6', 'Doc_32']"
920,anim,2,"['Doc_6', 'Doc_32']"
921,perfect,2,"['Doc_6', 'Doc_32']"
922,ecosystem,2,"['Doc_6', 'Doc_32']"
923,promin,2,"['Doc_6', 'Doc_32']"
924,featur,4,"['Doc_6', 'Doc_32', 'Doc_49', 'Doc_50']"
925,surfac,2,"['Doc_6', 'Doc_32']"
926,approxim,2,"['Doc_6', 'Doc_32']"
